1.000000000000000000e+00,9.289591236469217916e-01,8.780409168546103871e-01,8.768727504506051984e-01,9.014489682441394480e-01,8.338244069000895209e-01,8.328889940070892672e-01,8.328889940070892672e-01,8.315895119612820574e-01,8.328889940070892672e-01,8.058021544122300206e-01,8.059106315483419714e-01,8.158348170078797423e-01,8.026159444320288827e-01,8.128174518693341843e-01,8.267543767320099102e-01,8.251544957072536324e-01,8.231267401797665029e-01,8.256227899421266780e-01,8.361620565371302716e-01,8.362282241746746836e-01
9.289591236469217916e-01,1.000000000000000000e+00,8.691857919414669453e-01,8.635851637338305409e-01,8.929890553692575450e-01,8.372796421768635700e-01,8.333258034168474770e-01,8.333258034168474770e-01,8.401852428049053634e-01,8.333258034168474770e-01,7.928345765889269758e-01,7.921431162034471285e-01,8.115822895523363556e-01,7.976814097465396713e-01,8.056686850450716086e-01,8.236598056723029027e-01,8.294360489258023605e-01,8.369816175192829055e-01,8.288074208457973935e-01,8.488747243525340824e-01,8.367040130564836753e-01
8.780409168546103871e-01,8.691857919414669453e-01,1.000000000000000000e+00,8.914767571631395660e-01,9.038465387359032599e-01,8.436179464433171127e-01,8.717469858161428498e-01,8.717469858161428498e-01,8.963779568671135234e-01,8.717469858161428498e-01,8.542382070768824720e-01,8.503743302123312198e-01,8.550673993474026124e-01,8.576445111559347634e-01,8.485606947819270829e-01,8.560821367813155058e-01,8.452489004939262029e-01,8.519655220571387133e-01,8.573740708658073029e-01,8.522296958834255642e-01,8.593611865830378393e-01
8.768727504506051984e-01,8.635851637338305409e-01,8.914767571631395660e-01,1.000000000000000000e+00,9.442444733139887525e-01,8.409133294599703268e-01,8.389341605811868607e-01,8.389341605811868607e-01,8.481453940443323125e-01,8.389341605811868607e-01,8.286953223084428943e-01,8.294368387835773238e-01,8.280785603419972274e-01,8.266892249160573414e-01,8.126277786273132797e-01,8.311740843977168947e-01,8.150838453121515004e-01,8.277107746540069977e-01,8.519020645575879902e-01,8.609246672539542233e-01,8.563049307628750606e-01
9.014489682441394480e-01,8.929890553692575450e-01,9.038465387359032599e-01,9.442444733139887525e-01,1.000000000000000000e+00,8.402005728975640020e-01,8.450932102234653964e-01,8.450932102234653964e-01,8.578087236925201475e-01,8.450932102234653964e-01,8.281653213571970040e-01,8.287538679837905820e-01,8.529016794089421261e-01,8.290156352746034241e-01,8.265610947657568985e-01,8.346413875313271058e-01,8.313748501232320898e-01,8.423562529092181173e-01,8.736014582106038651e-01,8.663248633290733247e-01,8.744417450940820125e-01
8.338244069000895209e-01,8.372796421768635700e-01,8.436179464433171127e-01,8.409133294599703268e-01,8.402005728975640020e-01,1.000000000000000000e+00,8.407133978626323279e-01,8.407133978626323279e-01,8.605682269550382069e-01,8.407133978626323279e-01,8.189126851075599900e-01,8.221433309163623804e-01,8.071440652211474553e-01,8.171274332744440372e-01,8.248779028161753457e-01,8.338304321530407570e-01,8.376332832478133872e-01,8.442761253901061025e-01,8.532833212429467018e-01,8.599063958669767027e-01,8.536066405565961857e-01
8.328889940070892672e-01,8.333258034168474770e-01,8.717469858161428498e-01,8.389341605811868607e-01,8.450932102234653964e-01,8.407133978626323279e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.933836574118537710e-01,1.000000000000000000e+00,8.506269975312937826e-01,8.517235947409381724e-01,8.577764892218460169e-01,8.588987338633317092e-01,8.527748733007264326e-01,8.677595454183478774e-01,8.534595202489244636e-01,8.630609405763195463e-01,8.626092575120074546e-01,8.634780550555765100e-01,8.645960126553693392e-01
8.328889940070892672e-01,8.333258034168474770e-01,8.717469858161428498e-01,8.389341605811868607e-01,8.450932102234653964e-01,8.407133978626323279e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.933836574118537710e-01,1.000000000000000000e+00,8.506269975312937826e-01,8.517235947409381724e-01,8.577764892218460169e-01,8.588987338633317092e-01,8.527748733007264326e-01,8.677595454183478774e-01,8.534595202489244636e-01,8.630609405763195463e-01,8.626092575120074546e-01,8.634780550555765100e-01,8.645960126553693392e-01
8.315895119612820574e-01,8.401852428049053634e-01,8.963779568671135234e-01,8.481453940443323125e-01,8.578087236925201475e-01,8.605682269550382069e-01,8.933836574118537710e-01,8.933836574118537710e-01,1.000000000000000000e+00,8.933836574118537710e-01,8.644491821758044647e-01,8.656344654128347305e-01,8.753642707825092240e-01,8.763209370087349237e-01,8.754972397642658555e-01,8.763491175358896212e-01,8.642192728252252598e-01,8.698961299235160594e-01,8.652375602681517952e-01,8.626353457892254051e-01,8.550103339839321137e-01
8.328889940070892672e-01,8.333258034168474770e-01,8.717469858161428498e-01,8.389341605811868607e-01,8.450932102234653964e-01,8.407133978626323279e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.933836574118537710e-01,1.000000000000000000e+00,8.506269975312937826e-01,8.517235947409381724e-01,8.577764892218460169e-01,8.588987338633317092e-01,8.527748733007264326e-01,8.677595454183478774e-01,8.534595202489244636e-01,8.630609405763195463e-01,8.626092575120074546e-01,8.634780550555765100e-01,8.645960126553693392e-01
