1.000000000000000000e+00,8.708420111557190202e-01,8.906007693620451304e-01,8.653701417485366587e-01,8.510123697392316666e-01,9.423726642808348819e-01,8.671973666841797934e-01,8.248470692621728828e-01,8.407272953947416694e-01,8.253467202886726195e-01,8.205901806178610425e-01,8.529194943283042729e-01,8.118735761454027866e-01,8.297105913063230753e-01,7.739298390213096290e-01,7.975146265942818502e-01,8.489746790715172464e-01,7.501385201180164053e-01,8.632641312573368086e-01,7.806603310297114406e-01,8.188946098481787450e-01,8.372525229644975919e-01,8.164253020410325856e-01,8.297804683711422769e-01,8.375638821775811538e-01,8.256686066066737384e-01,7.865540378647826181e-01,7.884510176901557976e-01,7.762038695424325896e-01,8.254546116621647167e-01,8.239184061577177198e-01,8.223113210707818643e-01,8.302338148557237840e-01,8.479681610663996061e-01,8.008436912714732570e-01,8.072079866515177171e-01
8.708420111557190202e-01,1.000000000000000000e+00,8.543599868971112343e-01,9.036327461821606066e-01,8.483777800174440165e-01,8.590449483435512734e-01,9.309448520881046241e-01,8.422215488306776798e-01,8.176712040409271909e-01,8.502893505774413718e-01,8.365555968576962043e-01,9.115014084315716802e-01,8.421162927963595779e-01,9.013335223274623331e-01,7.705700886618698231e-01,8.028619588533658646e-01,8.337320738258215957e-01,7.531121856291967953e-01,8.336816482856926891e-01,7.873042175273953225e-01,8.245816079579357805e-01,8.181370826762854875e-01,7.980491393803069711e-01,8.270657647074273200e-01,8.207347166542673378e-01,8.518550391310246717e-01,8.070828394404134798e-01,8.129492940192301065e-01,8.139314487998896563e-01,8.405824216391473147e-01,8.167590557020980579e-01,8.313078693243988182e-01,8.371287457800251630e-01,8.281714938299284956e-01,8.042818997217959787e-01,8.114678634882092068e-01
8.906007693620451304e-01,8.543599868971112343e-01,1.000000000000000000e+00,8.683644174513366343e-01,8.549794879507056633e-01,8.739097095443405516e-01,8.406139687794165205e-01,8.098704678773571697e-01,8.351033321801026865e-01,8.280774589374616523e-01,8.144026447063950069e-01,8.292450805212910891e-01,8.226314530822522730e-01,8.087832090551424491e-01,7.880875661502814156e-01,7.853637914892885874e-01,8.377242945612171088e-01,7.780927032665754250e-01,8.077449023879571532e-01,7.813833877673134198e-01,8.099033600433002134e-01,8.240030436271098546e-01,8.001086547601811150e-01,8.189294276544358819e-01,7.914582594221780676e-01,7.808895620166880214e-01,7.736939765985052508e-01,7.740424727957235795e-01,7.788354460859481243e-01,7.925181097748287273e-01,8.133535861205577477e-01,7.923953625223304487e-01,8.017477253062798015e-01,8.367846145774820998e-01,7.919150664609736490e-01,7.932252514024429324e-01
8.653701417485366587e-01,9.036327461821606066e-01,8.683644174513366343e-01,1.000000000000000000e+00,8.386545484241759718e-01,8.629831834981798178e-01,8.762571475000477950e-01,8.591080314362512516e-01,8.635206516298632451e-01,8.555253548107891737e-01,8.686158952913243247e-01,8.718743581769087259e-01,9.050926826468509434e-01,8.591430284565577669e-01,7.594170907466871734e-01,7.856567211537416329e-01,8.156529000834292775e-01,7.515486739577321718e-01,8.138267486625838654e-01,7.933153143502752469e-01,7.913701992388039175e-01,8.146647628835900212e-01,7.907709133260207857e-01,8.174164283278364529e-01,8.017583155622156621e-01,7.925587487105786311e-01,8.004654417597848459e-01,8.039832215769506796e-01,8.081551090333534137e-01,8.093644643796289451e-01,8.305318178012716102e-01,8.273084853061510868e-01,8.108102967144495965e-01,8.346735140393486407e-01,7.923017534459176892e-01,8.197790387840104831e-01
8.510123697392316666e-01,8.483777800174440165e-01,8.549794879507056633e-01,8.386545484241759718e-01,1.000000000000000000e+00,8.459995832098272661e-01,8.438311397471673914e-01,7.937514108899575982e-01,8.301563490803208767e-01,8.535443082171789708e-01,8.135245508154166361e-01,8.574134668472382925e-01,8.092020714547368820e-01,8.253817981881065302e-01,7.855915467974809996e-01,7.816720739123232953e-01,8.313348585831061843e-01,7.752326272304943533e-01,8.331125392754714643e-01,7.938491756970056379e-01,8.361221144183176301e-01,8.657400121987620656e-01,8.409808301625475435e-01,8.573013109602432014e-01,8.243810186833859799e-01,8.098257760677608497e-01,7.945338794132686955e-01,7.763936785119985862e-01,7.709923209347343542e-01,8.304565788321274233e-01,8.229534162793669116e-01,8.108396424213054621e-01,8.416074770394930127e-01,8.170660974321102277e-01,7.828706110599764623e-01,7.986275002325867733e-01
9.423726642808348819e-01,8.590449483435512734e-01,8.739097095443405516e-01,8.629831834981798178e-01,8.459995832098272661e-01,1.000000000000000000e+00,8.977077457674251804e-01,8.750154185525242934e-01,8.772757175603110857e-01,8.403074994131222164e-01,8.253344049030009177e-01,8.521066966133805654e-01,8.091921185682593443e-01,8.347577992782097001e-01,7.795232583903242141e-01,7.994569625427752069e-01,8.509329433556253042e-01,7.661223123097757881e-01,8.628229571310638280e-01,7.931705722218052035e-01,8.321817998102577496e-01,8.404456230280579199e-01,8.170168940777661204e-01,8.332967900335698230e-01,8.210465640937023579e-01,8.246259064051816301e-01,7.878332308056728017e-01,7.659009813500603503e-01,7.792415717647332984e-01,8.124672371743706378e-01,8.235626590239849554e-01,8.194566888365367729e-01,8.272361508603346403e-01,8.468215983598244012e-01,7.956531347293646084e-01,8.004916929973965312e-01
8.671973666841797934e-01,9.309448520881046241e-01,8.406139687794165205e-01,8.762571475000477950e-01,8.438311397471673914e-01,8.977077457674251804e-01,1.000000000000000000e+00,8.733194557076192632e-01,8.700970318295976336e-01,8.743600793193837539e-01,8.476179513203470073e-01,8.942580927251597700e-01,8.273672466335297848e-01,8.878128912497279535e-01,7.722891352134443332e-01,7.955804150589147472e-01,8.193325065516068317e-01,7.589007340470936835e-01,8.303884991981379526e-01,7.825807564431632724e-01,8.357666265425356400e-01,8.414017238595686843e-01,8.167982608980658421e-01,8.326451304309128165e-01,8.054127675153731625e-01,8.342248071536960685e-01,7.837864666307531314e-01,7.848409966708073116e-01,7.916377899768085591e-01,8.126620881873150015e-01,7.993485790962809867e-01,8.124741315233833250e-01,8.234177468083919704e-01,7.971744013484984848e-01,7.834320595383645891e-01,8.069613726658456665e-01
8.248470692621728828e-01,8.422215488306776798e-01,8.098704678773571697e-01,8.591080314362512516e-01,7.937514108899575982e-01,8.750154185525242934e-01,8.733194557076192632e-01,1.000000000000000000e+00,8.633166657798263532e-01,8.183945291442336067e-01,8.309914784823707601e-01,8.071541920883590349e-01,8.161708651568226891e-01,8.287665711001241942e-01,7.704047175187167529e-01,7.863279864481421688e-01,7.965633235066119644e-01,7.610234504936366218e-01,7.983389728755951875e-01,7.912673353818269195e-01,8.044642801295781576e-01,8.006814378771272001e-01,7.841242358005857671e-01,7.963350593558604640e-01,7.911146295278839169e-01,8.183512521028578623e-01,8.016367409914796349e-01,7.928982834736501006e-01,7.966636506836433096e-01,7.870389615247725956e-01,7.805465163339389001e-01,8.021076716099452275e-01,7.896635736525665639e-01,8.056198755479833107e-01,7.918834127256925148e-01,7.969354580614091965e-01
8.407272953947416694e-01,8.176712040409271909e-01,8.351033321801026865e-01,8.635206516298632451e-01,8.301563490803208767e-01,8.772757175603110857e-01,8.700970318295976336e-01,8.633166657798263532e-01,1.000000000000000000e+00,8.509450793741148988e-01,8.299259163647313420e-01,8.209986606170996959e-01,8.434483800033468759e-01,8.069113069488297318e-01,7.986545762339540833e-01,7.890679360437991008e-01,8.154791883125748209e-01,7.954865774287797064e-01,8.498136381643394133e-01,8.168466418628858028e-01,8.366713818145472548e-01,8.390961138461515700e-01,8.268578702317535001e-01,8.466539180354724081e-01,8.120552805692917708e-01,7.962013101574181295e-01,7.903239698002769709e-01,7.833097266362162303e-01,7.931957521353354412e-01,8.058746085752582777e-01,8.257705913926527419e-01,8.054564071762284616e-01,8.046454515192488222e-01,8.090051900879154934e-01,7.980857884650385259e-01,8.003684085139916027e-01
8.253467202886726195e-01,8.502893505774413718e-01,8.280774589374616523e-01,8.555253548107891737e-01,8.535443082171789708e-01,8.403074994131222164e-01,8.743600793193837539e-01,8.183945291442336067e-01,8.509450793741148988e-01,1.000000000000000000e+00,8.547002776725463047e-01,8.657309165421497310e-01,8.330317051020913466e-01,8.210724078422464434e-01,8.207364745167723408e-01,7.947452284373170972e-01,8.228272389421752431e-01,7.883847965633027366e-01,8.332221580629104452e-01,8.153136851346152181e-01,8.396786458263256758e-01,8.981776225845583550e-01,8.610678040369219577e-01,8.620117370842922400e-01,8.146926043800101214e-01,8.005243863917407277e-01,7.959293973237874242e-01,7.769714602484444343e-01,7.772985367577311955e-01,8.179041200311442106e-01,8.086874582878186279e-01,7.991880261956046949e-01,8.265254101464896141e-01,8.066490503533599865e-01,7.928418868523312568e-01,8.008004540209671118e-01
8.205901806178610425e-01,8.365555968576962043e-01,8.144026447063950069e-01,8.686158952913243247e-01,8.135245508154166361e-01,8.253344049030009177e-01,8.476179513203470073e-01,8.309914784823707601e-01,8.299259163647313420e-01,8.547002776725463047e-01,1.000000000000000000e+00,8.404475424881004963e-01,8.719419061793763914e-01,8.425736687597544794e-01,8.104233043338305853e-01,8.117716099471959934e-01,8.186827806078380565e-01,7.749106285261232463e-01,8.145597261164193581e-01,8.250854237903317845e-01,8.057090808634079782e-01,8.477227196146517318e-01,8.317012145008382262e-01,8.267927447911321837e-01,8.109996569261965771e-01,7.872879775917522860e-01,8.034536843404636031e-01,8.131065614585848422e-01,7.777924605290211790e-01,7.946987660701640976e-01,8.154087945888808253e-01,8.179871433376522116e-01,8.121562204084458170e-01,8.107990744398618777e-01,8.133349010667146883e-01,8.284903489985782077e-01
8.529194943283042729e-01,9.115014084315716802e-01,8.292450805212910891e-01,8.718743581769087259e-01,8.574134668472382925e-01,8.521066966133805654e-01,8.942580927251597700e-01,8.071541920883590349e-01,8.209986606170996959e-01,8.657309165421497310e-01,8.404475424881004963e-01,1.000000000000000000e+00,8.848057464664178529e-01,8.868710067944901576e-01,7.735133691214073348e-01,8.126770051809456552e-01,8.434764547826183456e-01,7.536201903626454923e-01,8.287050768829259395e-01,7.888701762911637383e-01,8.152962940515450230e-01,8.505678245183222463e-01,8.180560938222867229e-01,8.482085265622205661e-01,8.283344798872456227e-01,8.380253691968340135e-01,8.018347151526437067e-01,8.050950340211894263e-01,7.982721160225977330e-01,8.319336060370698949e-01,8.295499002822103174e-01,8.371789306921099127e-01,8.626813519511256079e-01,8.287813709544464835e-01,8.133501593172507427e-01,8.311862402874214961e-01
8.118735761454027866e-01,8.421162927963595779e-01,8.226314530822522730e-01,9.050926826468509434e-01,8.092020714547368820e-01,8.091921185682593443e-01,8.273672466335297848e-01,8.161708651568226891e-01,8.434483800033468759e-01,8.330317051020913466e-01,8.719419061793763914e-01,8.848057464664178529e-01,1.000000000000000000e+00,8.335174589776037646e-01,7.592044297275202247e-01,7.868042233596858059e-01,7.939843693057740959e-01,7.576565863193612804e-01,7.727249696094903308e-01,7.827347968035653913e-01,7.721705920570206549e-01,8.071706804888807429e-01,7.857966037828953976e-01,7.947798760442138510e-01,7.831528553855588992e-01,7.686204006273265055e-01,7.842233311808145535e-01,7.993465394299438254e-01,7.702307115530102610e-01,7.814389008257280889e-01,8.293242962977093180e-01,8.239326989806807777e-01,8.054579972028617085e-01,8.120061707556656128e-01,8.020279923018774904e-01,8.160599980409818377e-01
8.297105913063230753e-01,9.013335223274623331e-01,8.087832090551424491e-01,8.591430284565577669e-01,8.253817981881065302e-01,8.347577992782097001e-01,8.878128912497279535e-01,8.287665711001241942e-01,8.069113069488297318e-01,8.210724078422464434e-01,8.425736687597544794e-01,8.868710067944901576e-01,8.335174589776037646e-01,1.000000000000000000e+00,7.483497499970934719e-01,7.832323676566811388e-01,8.183835161459950269e-01,7.359554599666657815e-01,8.068393388940906519e-01,7.746521934077438276e-01,8.103914936145907300e-01,8.236583624292581618e-01,7.947397832494498271e-01,8.110403811699263832e-01,8.076287195623295112e-01,8.621939404806208129e-01,7.887329364176576263e-01,8.131745104532942525e-01,8.014198803667508253e-01,8.185620394901820251e-01,7.995820554860897378e-01,8.201372063753936681e-01,8.330904825844192008e-01,8.005534530145815841e-01,7.858580595331738916e-01,8.106999500406166792e-01
