1.000000000000000000e+00,9.510752377665065982e-01,9.207715273346976925e-01,8.867691457494333296e-01,8.841222821837172452e-01,8.887692039512659070e-01,8.672858073528603162e-01,8.728068768155032853e-01,8.681782437427306709e-01,8.629299419852144437e-01,8.624826757763166540e-01,7.769274736665974235e-01,8.654336469674673848e-01,8.467354261551484074e-01,8.502726465668708489e-01,8.606853914578260767e-01,9.242571858017936126e-01,8.781878705317752720e-01,8.511400613646318281e-01,8.411784292331779822e-01,8.463702624326466806e-01
9.510752377665065982e-01,1.000000000000000000e+00,9.111646088940248411e-01,8.773659967000940751e-01,8.777678747703215878e-01,8.885625166555598531e-01,8.620627089541321730e-01,8.655657625405372979e-01,8.605887603115346396e-01,8.534096476608599158e-01,8.518427807016063502e-01,7.660428006296094994e-01,8.594156492100694100e-01,8.398928788345678687e-01,8.492007151626276285e-01,8.572532282390350478e-01,8.849616002064680798e-01,8.692266528392180724e-01,8.487666797374450178e-01,8.335157009065965461e-01,8.454417318224668465e-01
9.207715273346976925e-01,9.111646088940248411e-01,1.000000000000000000e+00,9.233369899730077268e-01,9.227604189119485989e-01,9.246429130591531376e-01,9.040113127747881894e-01,8.938158186120174209e-01,8.824201755942727710e-01,8.674553811054501740e-01,8.826455893897570126e-01,7.817925665952929482e-01,8.795121026941709053e-01,8.710896105016368018e-01,8.685572161571316618e-01,8.732672759361198578e-01,8.727665063817180435e-01,8.948542563123550453e-01,8.666947354523969471e-01,8.662854070052732336e-01,8.635253010933258144e-01
8.867691457494333296e-01,8.773659967000940751e-01,9.233369899730077268e-01,1.000000000000000000e+00,9.733751007568628433e-01,8.969429798796485498e-01,8.593374875494133036e-01,8.783742103383295197e-01,8.534053927189261257e-01,8.533508937816559614e-01,8.607365123333292622e-01,7.699979933671932120e-01,8.489764662391058314e-01,8.511410762545538189e-01,8.453293687720719873e-01,8.598640541437162499e-01,8.460111907262634068e-01,8.710928602183662939e-01,8.345921516699356113e-01,8.312490458702764817e-01,8.326392521073383568e-01
8.841222821837172452e-01,8.777678747703215878e-01,9.227604189119485989e-01,9.733751007568628433e-01,1.000000000000000000e+00,8.894281190679197424e-01,8.531836552667970697e-01,8.758905168201285285e-01,8.507327529978311320e-01,8.517215634544753611e-01,8.519947500857268929e-01,7.643099889734478181e-01,8.497201070512414578e-01,8.419294723587771312e-01,8.371045325794810310e-01,8.534783485230217348e-01,8.458129310216448982e-01,8.643316923277056807e-01,8.304231105361017384e-01,8.249603953881957663e-01,8.244174128055687945e-01
8.887692039512659070e-01,8.885625166555598531e-01,9.246429130591531376e-01,8.969429798796485498e-01,8.894281190679197424e-01,1.000000000000000000e+00,8.761121450402724609e-01,8.643267881590934731e-01,8.942811082871140460e-01,8.436541262094827687e-01,8.556209481889575086e-01,7.684864167863466600e-01,8.559746301457584750e-01,8.442402596316557206e-01,8.348007158478373269e-01,8.504599051510166596e-01,8.425606265867728872e-01,8.640343661398979247e-01,8.259528841021028800e-01,8.403353928159461583e-01,8.308692816874809761e-01
8.672858073528603162e-01,8.620627089541321730e-01,9.040113127747881894e-01,8.593374875494133036e-01,8.531836552667970697e-01,8.761121450402724609e-01,1.000000000000000000e+00,9.593861527409971446e-01,9.571662592114774659e-01,9.272223193046834622e-01,8.972508001958531265e-01,8.012236729827747483e-01,8.944150527984668919e-01,8.819887465921395497e-01,8.857692474911162961e-01,8.842765932167261367e-01,8.815962651779931658e-01,8.983682516938552576e-01,8.692526467792738298e-01,8.807452535774662472e-01,8.597730171069640770e-01
8.728068768155032853e-01,8.655657625405372979e-01,8.938158186120174209e-01,8.783742103383295197e-01,8.758905168201285285e-01,8.643267881590934731e-01,9.593861527409971446e-01,1.000000000000000000e+00,9.463492846278904747e-01,9.475635965509312530e-01,8.945930278594864671e-01,8.067706438231427857e-01,8.966366851946743211e-01,8.852375622197455884e-01,8.795167485558563758e-01,8.888083321242281620e-01,8.887765194843321170e-01,9.178057317503369728e-01,8.687490926519605416e-01,8.631390665462111977e-01,8.653708070667645025e-01
8.681782437427306709e-01,8.605887603115346396e-01,8.824201755942727710e-01,8.534053927189261257e-01,8.507327529978311320e-01,8.942811082871140460e-01,9.571662592114774659e-01,9.463492846278904747e-01,1.000000000000000000e+00,9.238003318212252291e-01,8.890677830636867229e-01,7.908456786400062111e-01,8.832143626650296175e-01,8.713912308307102395e-01,8.681962041824956566e-01,8.770059483741441397e-01,8.855457407637051803e-01,8.978222918469146441e-01,8.656527408817289437e-01,8.674891746216969457e-01,8.612104578490922258e-01
8.629299419852144437e-01,8.534096476608599158e-01,8.674553811054501740e-01,8.533508937816559614e-01,8.517215634544753611e-01,8.436541262094827687e-01,9.272223193046834622e-01,9.475635965509312530e-01,9.238003318212252291e-01,1.000000000000000000e+00,8.754409109198399985e-01,8.077792138066912653e-01,8.784311227728177629e-01,8.606551500272672239e-01,8.602121717073033524e-01,8.737178333222747062e-01,8.811125617409817368e-01,8.907737978356793374e-01,8.442032005905349967e-01,8.424873834883043200e-01,8.391638419960468775e-01
